سرو cypress
نضیر fresh
بخیر difficult
بخیر impossible
بخیر well
عفو forgiveness
عفو pardon
مکّہ makkah
منموہن beloved
منموہن heart-ravisher
چابی key
میوہ fruit
اجیت invincible
اجیت unsubdued
اجیت unbeaten
اجیت unsurpassed
حبس retention
حبس jail
حبس confinement
حبس imprisonment
حبس restraint
حبس congestion
حبس sultriness
حبس prison
حبس stoppage
حبس restriction
حبس detention
حبس gaol
فقاریہ vertebrate
فقاریہ vertebral
گوپی dairymaid
گوپی milkmaid
خمیازہ result
خمیازہ punishment
خمیازہ retribution
خمیازہ yawning
خمیازہ reward
خمیازہ fruit
خمیازہ gaping
چیچک smallpox
مینڈک frog
مینڈک toad
پاخانہ privy
پاخانہ excrement
پاخانہ filth
پاخانہ latrine
پاخانہ faeces
پاخانہ lavatory
پاخانہ stool
معشوق adored
معشوق beloved
ٹھوکر loss
ٹھوکر misfortune
ٹھوکر kick
ٹھوکر mistake
ٹھوکر detriment
ٹھوکر stumble
ٹھوکر obstacle
ٹھوکر stumbling-block
پکڑنا hold
پکڑنا catch
پکڑنا handle
پکڑنا receive
پکڑنا arrest
پکڑنا get
پکڑنا overtake
پکڑنا detect
پکڑنا discover
پکڑنا grasp
پکڑنا capture
زانی lewd
زانی whoremonger
زانی adulterer
زانی fornicator
قباحت inconvenience
قباحت difficulty
قباحت wrong
قباحت defect
اُستاد tutor
اُستاد teacher
اُستاد ustad
اُستاد instructor
ظرافت wit
ظرافت humour
ظرافت jest
ضلالت perdition
رازداری secrecy
پرستار fan
پرستار adorer
پرستار servant
پرستار worshipper
فرمانا grant
فرمانا order
فرمانا command
فرمانا do
فرمانا say
فرمانا give
فرمانا vouchsafe
فرمانا assert
فرمانا declare
لطافت clearness
لطافت light-heartedness
لطافت neatness
لطافت subtlety
لطافت delicacy
لطافت fineness
لطافت purity
لطافت pleasantness
لطافت elegance
لطافت softness
لطافت exquisiteness
چٹ sore
چٹ devouring
چٹ quickly
چٹ scab
چٹ altogether
چٹ wholly
چٹ excoriation
چٹ instantly
چٹ cracking
چٹ snapping
یلدرم lightning
اِصطلاح phrase
اِصطلاح phraseology
اِصطلاح terminology
پادشاہ king
تخریبی vandalistic
تخریبی destructive
تخریبی violent
شاباش applause
جھونک nap
جھونک snooze
جھونک mindlessness
تاخت attack
تاخت incursion
تاخت plunder
تاخت ravage
تاخت invasion
تاخت assault
تثلیث trine
تثلیث son
گوار guar
گوار pleasing
گوار agreeable
بقایا remainder
بقایا balance
بقایا arrears
بقایا dues
سرگرداں worried
سرگرداں wandering
سرگرداں confounded
سرگرداں perplexed
پرتاپ dignity
پرتاپ heat
پرتاپ generosity
پرتاپ magnanimity
پرتاپ splendour
پرتاپ warmth
پرتاپ glory
نادانی foolishness
نادانی ignorance
تابکار radioactive
تابکار hot
پردیس abroad
ہشت eight
شفق affection
شفق kindness
شفق twilight
سکت stamina
سکت strength
دھوبی dhobi
دھوبی washerman
دھوبی launderer
دھوبی novice
درکنار apart
درکنار aside
کہاوت maxim
کہاوت proverb
کہاوت saying
کہاوت adage
گُل beloved
گُل dottle
گُل snuff
گُل flower
گُل rose
گُل brand
ملائی massage
ملائی rubbing
قہقہہ guffaw
الحمرا red
الحمرا alhambra
اندازاً approximately
اندازاً about
اندازاً nearly
مسحور fascinated
مسحور charmed
مسحور enchanted
مسحور bewitched
بنسی familial
بنسی flute
مٹر mattar
مٹر pea
تحریم reverence
تحریم forbidding
تحریم honour
تحریم prohibition
تحریم glorification
مچھ fish
رزمیہ epic
اثرورسوخ influence
پاشی sprinkling
پاشی diffusion
پاشی scattering
پاشی irrigation
تہی empty
دنگل amphitheatre
دنگل crowd
دنگل mob
نصرانی christian
اندیش meditating
اندیش thinking
اندیش apprehension
اندیش reflecting
اندیش anxiety
اندیش considering
رچ composition
رچ form
رچ make
رچ workmanship
منقبت virtue
منقبت accomplishment
منقبت ability
منقبت glory
آمادگی alertness
آمادگی inclination
آمادگی readiness
آمادگی willingness
آمادگی preparedness
لبادہ gown
لبادہ cloak
لبادہ pelisse
پرکھ proof
پرکھ trial
پرکھ test
پرکھ inspection
پرکھ examination
پرکھ scrutiny
وحدانی unitary
بکھیر sweepings
بکھیر rubbish
قرینہ manner
قرینہ order
قرینہ system
قرینہ presumption
قرینہ method
قرینہ estimate
قرینہ mannerism
قرینہ mode
قرینہ assumption
قرینہ style
قرینہ way
لگان assessment
لگان rent
تانبا copper
بھید puzzle
بھید fissure
بھید opening
بھید mystery
بھید hole
بھید secret
بھید clue
بھید riddle
بھید perforation
بھید trace
بھید split
نورد crease
نورد scroll
نورد ply
نورد twist
نورد fold
نورد travelling
نورد scouring
گدا beggar
گدا mendicant
لذیذ pleasant
لذیذ tasty
لذیذ delicious
لذیذ delightful
لذیذ joyful
لذیذ savoury
لذیذ interesting
دھڑا party
دھڑا faction
دھڑا side
ٹولی band
عرضی application
عرضی petition
عرضی broad
عرضی representation
عرضی wide
چرن post
چرن feet
چرن fragment
چرن pillar
چرن part
چرن chapter
چرن column
چرن shoe
چرن piece
چرن dactyl
سکنہ residence
سکنہ abode
سکنہ dwelling-place
ناشکری unthankfulness
ناشکری ungratefulness
ناشکری ingratitude
برزخ purgatory
برزخ form
برزخ screen
برزخ separation
برزخ obstacle
برزخ hindrance
برزخ fashion
برزخ stature
علیل indisposed
علیل ill
علیل sick
سرزنش chiding
سرزنش reprehension
سرزنش reproof
سرزنش reprimand
سرزنش rebuke
بُعد dimension
بُعد remoteness
بُعد distance
بُعد difference
جمرہ boil
جمرہ syphilis
جمرہ anthrax
جمرہ pustule
جمرہ embers
جمرہ blister
آخوند schoolmaster
آخوند master
آخوند preceptor
آخوند teacher
آخوند instructor
کساد penury
کساد slump
کھری valid
کھری genuine
کھری pure
نمر courteous
نمر submissive
نمر inclining
نمر bending
نمر lowly
نمر humble
چھلنی strainer
چھلنی perforated
چھلنی sieve
بلائیں calamities
ربڑ rubber
ربڑ trudging
ربڑ fatigue
فرج fissure
فرج dignity
فرج vagina
فرج rank
فرج vulva
فرج value
بانسری fife
بانسری pipe
بانسری flute
نابغہ genius
نبض pulse
رم flight
رم elopement
رم scramble
رم stay
رم scare
رم rum
رم stampede
دھنی opulent
دھنی expert
دھنی master
دھنی creditor
دھنی moneylender
دھنی fortunate
دھنی rich
دھنی lord
دھنی proprietor
دھنی possessor
دھنی wealthy
دھنی owner
دھنی husband
موری orifice
موری drain
مہار rein
مہار bridle
ترکش quiver
تعریفی commendable
آزاری cruelty
آزاری torture
سمع ear
سمع hearing
مکاتیب letters
مکاتیب epistles
کوہی falcon
کوہی hilly
کوہی mountainous
مفتوح subdued
مفتوح taken
مفتوح conquered
مفتوح captured
سوتا spring
سوتا fountain
سوتا asleep
سوتا dead
سوتا fount
دھام heaven
دھام house
دھام paradise
دھام abode
دھام splendour
دھام home
دھام residence
اغلاط lapses
اغلاط mistakes
اغلاط errors
اغلاط inaccuracies
اغلاط oversights
تھکاوٹ fatigue
تھکاوٹ weariness
تھکاوٹ lassitude
تھکاوٹ tiredness
تھکاوٹ exhaustion
پسپائی retreat
پسپائی defeat
ماجرا state
ماجرا happening
ماجرا condition
ماجرا event
ماجرا occurrence
ماجرا circumstance
ماجرا narration
ماجرا incident
اتالیق teacher
اتالیق mentor
اتالیق instructor
دسترخوان tablecloth
بہلول jester
بہلول joker
نواسی eighty-nine
مادّہ essence
مادّہ matter
مادّہ puss
مادّہ substance
قدغن ban
قدغن prohibition
پارا piece
پارا restless
پارا para
پارا quicksilver
پارا paragraph
پارا perturb
پارا mercury
پارا thermometer
پارا heavy
چراغاں illumination
اسالیب ways
اسالیب modes
اسالیب styles
اسالیب manners
مدائن cities
مدائن towns
فلاسفہ philosophers
دبیز thick
تیور giddiness
تیور mien
تیور bearing
تیور sight
تیور countenance
تیور visage
تیور look
تیور dizziness
تیور expression
تیور vision
تیور glance
کنگن handcuff
کنگن bracelet
بزور perforce
بزور forcibly
منوہر beautiful
منوہر lovely
منوہر pleasing
بھیڑیا wolf
بھیڑیا sheep-like
بھیڑیا cruel
اولا hail
اولا screen
اولا secrecy
اولا secret
آسائش ease
آسائش amenity
آسائش comfort
آسائش repose
سجاوٹ adornment
سجاوٹ ornamentation
سجاوٹ arrangement
سجاوٹ decoration
کلائی wrist
ماسی maidservant
ماسی charwoman
ماسی aunt
جھٹ quickly
جھٹ promptly
جھٹ swiftly
جھٹ rapidly
رُوح quintessence
رُوح essence
رُوح soul
رُوح spirit
آنت gut
آنت intestine
آنت entrails
آنت (intestine)
اغیار competitors
اغیار strangers
اغیار enemies
اغیار ignorant
اغیار rivals
اغیار oblivious
اغیار unaware
نقشبند embroiderer
نقشبند designer
نقشبند painter
نقشبند delineator
قتیل murdered
قتیل killed
درشن vision
درشن sight
درشن darshan
جائی daughter
شرابی drunkard
شرابی winebibber
شرابی boozer
گوکہ though
گوکہ although
ناریل coconut
ناریل naryal
باختر west
جالی lace
جالی medicine
جالی network
جالی caul
جالی bobbinet
جالی lattice
جالی net
نائی barber
پھٹا torn
پھٹا broken
پھٹا rent
پھٹا split
پھٹا cracked
دیوا giver
کھربوں innumerable
کھربوں countless
انت result
انت secret
انت boundary
انت end
انت termination
انت limit
انت close
ٹھیس grief
ٹھیس stumbling
ٹھیس pain
لہری capricious
لہری merry
لہری striped
لہری emotional
لہری jovial
لہری whimsical
لاقانونیت lawlessness
مرتا dying
ڈب authority
ڈب power
ڈب strength
مجاری channels
یزدانی godly
یزدانی divine
سماوی divine
سماوی celestial
سماوی sacred
سماوی spiritual
سماوی ethereal
سماوی heavenly
تھم post
تھم pillar
تھم base
تھم column
تھم foundation
تھم prop
یاری love
یاری assistance
یاری friendship
دُم extremity
دُم tail
دُم end
ہٹانا vex
ہٹانا postpone
ہٹانا remove
ہٹانا irritate
ہٹانا repel
ہٹانا repulse
مدافعتی defensive
کتھا story
کتھا tale
کتھا narrative
کف phlegm
کف froth
کف saliva
کف foam
خلط confusion
خلط mixture
خلط jumble
خلط medley
بعل baal
رج pollen
رج sand
رج menses
رج powder
رج satiating
رج dirt
رج passion
رج impurity
رج silver
رج dust
پنک slough
پنک mire
پنک mud
پنک quagmire
پنک clay
جھاڑی bush
جھاڑی thicket
جھاڑی shrub
جھاڑی bramble
چیتا understanding
چیتا comprehension
چیتا counsellor
چیتا admonisher
چیتا advisor
چیتا memory
چیتا mind
چیتا admonitor
ڈگر road
ڈگر path
ڈگر way
ڈگر track
حُسن loveliness
حُسن beauty
سیلی sash
سیلی necklace
سیلی slap
سیلی cuff
سیلی belt
قُل say
جلانا exasperate
جلانا vex
جلانا light
جلانا inflame
جلانا kindle
جلانا fire
جلانا burn
جلانا irritate
ڈوری rope
ڈوری line
ڈوری thread
ڈوری cord
ارز reverence
ارز quantity
ارز respect
ارز cost
ارز value
ارز honour
رنجیدہ sad
رنجیدہ afflicted
رنجیدہ grieved
تالا ban
تالا lock
تالا restriction
تالا padlock
ابیض shining
ابیض white
ابیض bright
ہارا defeated
ہارا lost
ٹکا taka
ٹکا money
اعشاری decimal
اوّلین etc.)
زدگی stroke
زدگی blow
ہمسفر spouse
دروغ falsehood
دروغ lie
دخیل familiar
دخیل accomplice
دخیل admitted
دخیل friend
دخیل occupying
دخیل introduced
دخیل interfering
دخیل guest
دخیل etc.)
دخیل possessor
دخیل intimate
دخیل occupier
دخیل possessing
دخیل meddling
کنکر gravel
کنکر pebble
کاجل kohl
بلائی blessing
بلائی benediction
بلائی prayer
سرگوشی whisper
سنگینی seriousness
سنگینی solidity
سنگینی heinousness
سنگینی severity
سنگینی unpleasantness
سنگینی hardness
لحد tomb
لحد grave
لاعلم ignorant
نفاست purity
نفاست nicety
نفاست exquisiteness
نفاست refinement
سرقہ theft
سرقہ plagiarism
سرقہ robbery
مہری beloved
مہری wife
مہری maid-servant
ڈرنا fear
مجذوب mad
مجذوب mental
سجن friend
سجن lover
سجن sweetheart
سجن boyfriend
سجن paramour
سجن husband
بھرنا instalment)
بھرنا debt
بھرنا bill
بھرنا suffer
بھرنا fill
بھرنا backbite
بھرنا etc.)
بھرنا misdirect
بھرنا bear
بھرنا pour
چوکور rectangular
چوکور square
حسیب respectable
حسیب honourable
شیوہ manner
شیوہ habit
شیوہ way
اندھیری duskiness
اندھیری gloom
اندھیری darkness
جنابت dirtiness
تذکیر mention
پاپا weevil
پاپا rusk
پاپا papa
پاپا pope
پاپا father
چاشنی relish
چاشنی taste
چاشنی sweetness
حدث newness
حدث novelty
آذر fire
آذر flame
اژدہا python
اژدہا anaconda
اژدہا dragon
بارانی rain-irrigated
بارانی rainy
بارانی rainfall
بارانی pluvial
بارانی eaves
ثبات patience
ثبات resolve
ثبات durability
ثبات resolution
ثبات endurance
ثبات firmness
ثبات constancy
ثبات stability
ثبات permanence
بھاگنا deviate
بھاگنا escape
بھاگنا flee
بھاگنا fly
بھاگنا abscond
دمک heat
دمک flush
دمک glow
دمک ardour
دمک zeal
دمک sheen
دمک brilliance
دمک glitter
بیگانہ alien
بیگانہ foreign
بیگانہ foreigner
بیگانہ stranger
بیگانہ unconcerned
بیگانہ exotic
بیگانہ strange
بدمعاش wicked
بدمعاش immoral
بدمعاش badmash
بدمعاش rascal
بدمعاش blackguard
بدمعاش bad
نہار fasting
نہار morning
نہار breakfast
تربوز watermelon
بھتیجا nephew
یاترا yatra
یاترا march
یاترا journey
یاترا travel
تعدیل neutralization
تعدیل counterbalance
تعدیل adjustment
تعدیل equalization
ریاکاری hypocrisy
ریاکاری show
ریاکاری dissimulation
ریاکاری pretence
اوگرا tasteless
ناظرہ reading
ناظرہ vision
ناظرہ sight
لوری lullaby
کوتاہ short
کوتاہ brief
کوتاہ settled
کوتاہ small
کوتاہ narrow
کوتاہ little
سریانی penetrating
سریانی transmigrating
ڈھکا covered
ڈھکا concealed
کھسوٹ depredation
کھسوٹ snatching
لاد burden
لاد load
ہرش happiness
ہرش gladness
مسا evening
مسا difficulty
یسار ease
یسار affluence
یسار left
یسار abundance
یسار opulence
یسار plenty
اطلس satin
ہڈ race
ہڈ family
ہڈ skeleton
ہڈ bone
بعث resurrection
بعث arousal
بوجھل overcast
بوجھل weighty
بوجھل laden
بوجھل oppressive
بوجھل loaded
بوجھل oppressed
بوجھل heavy
مگ road
مگ path
مگ way
پیٹی box
پیٹی casket
پیٹی circlet
پیٹی case
پیٹی suitcase
پیٹی belt
پیٹی portmanteau
پیٹی belly-band
مداری juggler
مداری showman
مداری conjurer
سنیچر miser
سنیچر misfortune
سنیچر ill-luck
سنیچر poverty
سنیچر saturday
سنیچر penury
بیچنا sell
بیچنا dispose
کڑوا angry
کڑوا cruel
کڑوا acrid
کڑوا unhappy
کڑوا harsh
اقربا kins
اقربا relatives
اقربا friends
اقربا relations
تام entire
تام whole
تام full
تام evening
تام darkness
تام complete
تام agitation
تام alarm
دبیر notary
دبیر author
دبیر secretary
دبیر writer
دلوائی etc.
منصوب constituted
منصوب established
منصوب appointed
منصوب erected
منصوب fixed
منصوب nominated
منوا heart
عشا supper
کانٹا weighbridge
کانٹا spur
کانٹا enmity
کانٹا malignity
کانٹا fish-bone
کانٹا fork
کانٹا animosity
کانٹا obstacle
کانٹا hindrance
کانٹا thorn
فاختہ dove
ڈس etc.)
سواد blackness
سواد multitude
سواد draft
سواد outskirts
سواد capacity
سواد darkness
سواد manuscript
بابی babi
آہن strong
آہن hard
پرچی permit
پرچی note
پرچی letter
پرچی chit
پرچی slip
پرچی vote
پنجہ power
پنجہ clutch
پنجہ control
پنجہ possession
پنجہ grasp
پنجہ claw
پنجہ paw
الماری cupboard
الماری cabinet
الماری almirah
انک trademark
انک embrace
انک lap
جھاگ suds
جھاگ froth
جھاگ foam
جھاگ lather
جھاگ scum
دِیا gift
دِیا given
سرکردگی eminence
سرکردگی prominence
سرکردگی command
سرکردگی chieftainship
ہتھ hand
ہتھ elephant
بھاگتا flying
بھاگتا escapee
بھاگتا running
بھاگتا fugitive
مغوی abducted
مغوی kidnapped
فرداً separately
نارنجی orange
نارنجی orange-coloured
وثق trust
وثق faith
وثق confidence
وثق strength
سنگی companion
سنگی stony
سنگی comrade
الباب wisdoms
الباب minds
کواکب stars
خندہ smile
خندہ laugh
خندہ laughter
کھیپ shipment
کھیپ cargo
کھیپ consignment
کھیپ trip
کھیپ load
خانوادہ family
خانوادہ lineage
خانوادہ dynasty
شناسائی acquaintance
شناسائی knowledge
نزلہ catarrh
نزلہ cold
زری brocade
زری monetary
زری zari
جری valiant
جری brave
جری bold
جری intrepid
جری courageous
بخوشی cheerfully
بخوشی gladly
بخوشی joyfully
سُر sun
سُر god
سُر tone
سُر deity
سُر note
سُر song
سُر tune
سُر vowel
سُر melody
سریش glue
آنٹی pocket
آنٹی etc.
آنٹی aunt
دوز piercing
دوز transfixing
دوز sewing
زا producing
زا as
وقائع battles
وقائع annals
وقائع occurrences
وقائع engagements
وقائع events
وقائع incidents
وقائع news
برت use
برت practice
چالاکی trickery
چالاکی ingenuity
چالاکی craftiness
چالاکی cleverness
چالاکی cunning
چالاکی trick
اخی brother
اخی friend
ناچیز trifling
ناچیز worthless
ناچیز contemptible
ناچیز insignificant
چونچ mouth
چونچ tongue
چونچ wrangle
چونچ moron
چونچ spout
چونچ lip
چونچ bill
چونچ beak
چونچ blockhead
چونچ fool
چونچ squabble
ہرم pyramid
ہرم oldness
وش like
وش resembling
افہام wisdoms
افہام intellects
لعن cursing
لعن imprecating
اجیرن indigestible
اجیرن difficult
اجیرن troublesome
اجیرن indigestion
لومڑی vixen
موٹائی thickness
موٹائی bulkiness
کھوکھلا excavated
کھوکھلا rotten
کھوکھلا empty
کھوکھلا hollow
داشت security
داشت breeding
داشت patronage
داشت care
داشت watch
آشرم vanaprastha
آشرم hermitage
آشرم sannyas
آشرم grihista
آشرم ashram
بھنور maelstrom
بھنور eddy
بھنور trouble
بھنور whirlpool
بھنور vortex
راٹھور strong
راٹھور firm
تنقیح settlement
تنقیح search
تنقیح investigation
تنقیح inquiry
تنقیح determination
تنقیح sifting
تنقیح ascertaining
تنقیح cleaning
چڑھنا rise
چڑھنا advance
چڑھنا climb
چڑھنا increase
چڑھنا mount
چڑھنا attack
چڑھنا copulate
چڑھنا top
چڑھنا elapse
چڑھنا ascend
چڑھنا soar
سوہن beautiful
سوہن friend
سوہن sweetheart
سوہن charming
سوہن pleasing
شامت trouble
شامت misfortune
شامت disaster
برجستہ proper
برجستہ ready
برجستہ apt
برجستہ promptly
برجستہ extempore
برجستہ apposite
برجستہ impromptu
برجستہ right
برجستہ prompt
اخروٹ walnut
کوتل reserved
کوتل extra
کوتل preserved
مادام madam
آفندی master
آفندی lord
دیول church
دیول temple
گاڑھا thick
گاڑھا bold
گاڑھا brave
گاڑھا strong
تقدیس consecration
تقدیس sanctification
تقدیس piousness
تقدیس purity
تقدیس glorification
باڑ hedge
باڑ inundation
باڑ rim
باڑ flood
باڑ queue
باڑ fence
باڑ verge
باڑ margin
باڑ row
باڑ broadside
باڑ edge
باڑ border
شائبہ adulteration
شائبہ mixture
شائبہ doubt
شائبہ suspicion
شائبہ impurity
فراخ large
فراخ extensive
فراخ broad
فراخ spacious
فراخ wide
فراخ expansive
فراخ capacious
ہابیل abel
گھوڑی stepladder
گھوڑی mare
گھوڑی ricer
کانٹ slash
کانٹ cutting
کانٹ cut
بہنا glide
بہنا drift
بہنا melt
بہنا flow
بہنا float
چڑھانا berate
چڑھانا incite
چڑھانا kill
چڑھانا register
چڑھانا chide
چڑھانا horse
چڑھانا elevate
چڑھانا lorry
چڑھانا induce
چڑھانا attack
چڑھانا magnify
چڑھانا scold
چڑھانا execute
چڑھانا raid
چڑھانا ascend
چڑھانا etc.)
چڑھانا over-praise
چڑھانا lathe
چڑھانا urge
چڑھانا impel
چڑھانا lift
ہزارہا abundant
ہزارہا many
ہزارہا uncountable
ہزارہا plentiful
جوکچھ whichever
جوکچھ whatsoever
جوکچھ whatever
بھنگ cannabis
بھنگ torn
بھنگ broken
بھنگ destroyed
بھنگ bhang
بھنگ hemp
بھنگ defeated
تھاپ thump
تھاپ tap
گھوش noise
گھوش tumult
صبیح beautiful
صبیح fair-complexioned
صبیح handsome
مرئی visible
مرئی open
پلنگ bed
پلنگ bedstead
پلنگ cheetah
کہار palanquin-bearer
بتول virgin
دواخانہ dispensary
دواخانہ pharmacy
دواخانہ clinic
بیاض diary
بیاض white
بیاض notebook
بیاض clean
بیاض clear
بیاض whiteness
ریوڑ flock
ریوڑ etc.)
الماس diamond
نلی windpipe
نلی marrowbone
نلی pipe
نلی tube
شرمیلا bashful
شرمیلا shy
شرمیلا modest
مانک ruby
مانک quartz
مانک jewel
سرخیل chief
سرخیل leader
اِنتقال transferring
اِنتقال migration
اِنتقال death
اِنتقال removal
اِنتقال transmitting
اِنتقال transfer
پلٹا revenge
پلٹا revolution
پلٹا somersault
پئے for
وطیرہ manner
تقریری argumentative
تقریری verbal
تقریری etc.)
تقریری oral
تقریری talkative
سامری samaritan
فخریہ proudly
فخریہ proud
خیزی rousing
خیزی rising
ہیچ nothing
ہیچ worthless
ہیچ superficial
ہیچ shallow
ہیچ insignificant
امبر perfume
امبر sky
امبر chador
امبر cloud
امبر skin
امبر clothes
امبر atmosphere
امبر covering
رپورتاژ reportage
کومل fluffy
کومل unripe
کومل tender
کومل fragile
کومل delicate
کومل immature
کومل soft
باجا gramophone
اُڑا fadded
اُڑا flew
ایڑی heel
یگانگت union
یگانگت kinship
یگانگت concord
یگانگت relation
یگانگت singularity
یگانگت unanimity
یگانگت unity
یگانگت uniqueness
یگانگت oneness
یگانگت soleness
سمجھانا instruct
سمجھانا pacify
سمجھانا explain
سمجھانا advise
سمجھانا warn
سمجھانا console
مُراد object
مُراد will
مُراد meaning
مُراد desire
مُراد end
مُراد purport
مُراد tenor
چھال peel
چھال bark
چھال rind
چھال skin
ٹھان determination
ٹھان intention
شاک vegetable
شاک greens
احمقانہ idiotic
احمقانہ foolish
کانا oblique
کانا one-eyed
کانا crooked
کانا etc.)
شل tired
شل paralysed
شل fatigued
شل crippled
شل etc.)
لادین heretic
لادین atheist
لادین unbeliever
آمیزہ alloy
آمیزہ mixture
آمیزہ amalgam
آمیزہ blend
پارچہ cloth
پارچہ fragment
پارچہ fish
پارچہ etc.)
پارچہ textile
پارچہ piece
گوبھی cabbage
گوبھی gobi
گوبھی cauliflower
اِسلام peace
اِسلام islam
پنا width
پنا etc.)
بزدلی cowardice
بزدلی timidity
دندان tooth
بھرکم fat
بھرکم heavy
حربی warrior
حربی military
حربی warlike
حشمت pomp
حشمت dignity
حشمت state
حشمت parade
حشمت wealth
حشمت riches
ڈھلوان slanting
ڈھلوان sloping
ڈھلوان inclined
ڈھلوان declivitous
ناپسندیدگی dislike
سوسن tongue
سوسن iris
سوسن lily
تودہ abundant
تودہ stack
تودہ heap
تودہ plentiful
تودہ mound
توا griddle
توا tawa
خسرہ measles
ردوبدل alteration
ردوبدل change
ردوبدل argument
رمیز witty
رمیز agile
رمیز intelligent
مخدوش perilous
مخدوش dangerous
مخدوش risky
نمبردار lambardar
غفیر covering
پارسا abstemious
پارسا holy
پارسا chaste
پارسا pure
سج shape
سج appearance
سج ornamentation
سج decoration
جتن exertion
جتن caution
جتن contrivance
جتن effort
جتن carefully
جتن cautiously
جتن striving
جتن endeavour
جتن care
جتن carefulness
جتن attribute
جتن toiling
جتن trick
آسا desire
آسا like:
آسا resembling
دھرا arrested
حکیمانہ wisely
حکیمانہ philosophical
حکیمانہ sagely
حکیمانہ scholarly
حکیمانہ statesmanly
حکیمانہ wise
مُجھے me
زعفرانی yellow
زعفرانی saffron-coloured
لاوا lava
بمع with
لگوا paramour
لگوا lover
سوزی burning
سنگت friend
سنگت comrade
سنگت party
سنگت companion
سنگت accompanists
سنگت accompaniment
سنگت companionship
سنگت company
متانت seriousness
متانت firmness
متانت earnestness
متانت stability
متانت gravity
سکڑ grandson
سکڑ etc.)
سکڑ grandmother
اٹ rust
اٹ dust
اٹ dirt
اٹ filth
شہوانی carnal
شہوانی sexual
شہوانی sensual
رقابت antagonism
پنکھا fan
پنکھا punkah
پنکھا ventilator
ڈاڑھی beard
ماتمی funereal
ماتمی mourning
ماتمی mournful
ماتمی mourner
درمیانہ mean
درمیانہ low
درمیانہ middle
درمیانہ substandard
درمیانہ average
تعزیر punishment
تعزیر penalty
تعزیر penalization
تعزیر reproof
تعزیر reprimand
تعزیر censure
مشہود evinced
مشہود manifest
مشہود attested
مشہود witnessed
مشہود proved
مشہود clear
کوڑی score
ورقہ spathe
ورقہ blade
ورقہ paper
ورقہ letter
چران lea
چران meadow
چران fallow
چران plain
چران pasture
سلاست simplicity
سلاست smoothness
سلاست easiness
سلاست evenness
سلاست plainness
اصلا absolutely
اصلا entirely
اصلا ever
ثمن cost
ثمن value
ثمن price
آشنائی affair
آشنائی acquaintance
آشنائی friendship
آشنائی amour
جفا oppression
جفا cruelty
جفا injustice
ارزاں low-priced
ارزاں abundant
ارزاں cheap
پاٹھک student
پاٹھک preacher
پاٹھک reader
کمانا earn
شوخی pertness
شوخی humour
شوخی playfulness
شوخی coquetry
آسیب illness
آسیب madness
آسیب ill-fortune
آسیب demon
آسیب apparition
آسیب poltergeist
آسیب calamity
بصیر knowing
بصیر perceptive
سہنا bear
سہنا endure
سہنا suffer
موہ love
موہ sympathy
موہ charm
موہ fascination
موہ compassion
موہ affection
پٹن quay
پٹن city
پٹن ford
کارن account
کارن cause
کارن motive
کارن behalf
کارن reason
نسر vulture
آزار woe
آزار hardship
آزار injury
آزار affliction
آزار apparition
آزار trouble
فرامین sayings
فرامین commands
فرامین orders
فرامین addresses
باباجی father
باباجی fakir
باباجی teacher
باباجی dervish
لاحاصل useless
لاحاصل fruitless
لاحاصل unprofitable
لاحاصل barren
لاحاصل unavailing
لاحاصل unproductive
بھتیجی niece
ہوشیاری intelligence
ہوشیاری alertness
ہوشیاری prudence
ہوشیاری cleverness
ہوشیاری wisdom
ہوشیاری watchfulness
ہجو lampoon
ہجو reproach
ہجو satire
ہجو dispraise
غول throng
غول mob
غول herd
غول horde
غول crowd
دمہ asthma
کرتب acrobatics
کرتب jugglery
فائق superior
فائق surpassing
فائق excellent
فائق paramount
سہم share
سہم fear
سہم arrow
سہم terror
سہم portion
سہم dread
دھوتی dhoti
دھوتی loincloth
ضمیمہ supplement
ضمیمہ appendix
ضمیمہ addendum
ضمیمہ prelims
ضمیمہ addition
بِن son
بِن without
ساں like
مبسوط detailed
مبسوط explanatory
مبسوط expanded
مبسوط dilated
مبسوط spacious
مبسوط stretched
مبسوط elucidative
جزر ebbing
جزر ebb-tide
گولا shot
گولا shell
گولا colic
گولا coconut
گولا cannon-ball
گولا globe
جادہ manner
جادہ pathway
جادہ road
جادہ route
جادہ mode
جادہ custom
گھنی thick
گھنی dense
دیومالائی mythological
کوکھ wellspring
کوکھ offspring
کوکھ womb
کوکھ children
خصلت quality
خصلت habit
خصلت property
خصلت trait
خصلت nature
خصلت disposition
آستین sleeve
گھسیٹ scrawl
گھسیٹ scribble
گھسیٹ pulling
قرین near
قرین friend
قرین conjoined
قرین companion
قرین connected
قرین close
شہود witnesses
شہود friday
گنڈا disjunction
گنڈا spot
گنڈا talisman
گنڈا blot
گنڈا separation
درزی dressmaker
درزی durzi
درزی tailor
ٹکسال touchstone
ٹکسال mint
ٹکسال criterion
گھڑیال clock
گھڑیال bell
گھڑیال gharial
گھڑیال gong
گھڑیال alligator
جھل lustre
جھل anger
جھل ardour
جھل wrath
جھل glare
جھل jealousy
جھل passion
جھل radiance
جھل warmth
جھل shine
جھل rage
اٹوٹ unbreakable
دھنک embroidery
دھنک chador
دھنک rainbow
دھنک bow
کلف freckle
کلف starch
پرہیزگاری sobriety
پرہیزگاری abstinence
گُر principle
گُر skill
گُر rule
گُر trick
